source,soccerbase_game_id,date,competition,season,tab,stage,home_team,away_team,team,opponent,is_home,player_id,player_name,squad_status,is_starter,is_sub_used,is_unused_sub,sub_on_minute,sub_off_minute,soccerbase_position,shirt_number,referee,card_summary,kaggle_match_quality,kaggle_rating_snapshot_note,source_url,tournament_url,kaggle_player_id,kaggle_version,kaggle_name,kaggle_full_name,kaggle_description,kaggle_image,kaggle_height_cm,kaggle_weight_kg,kaggle_dob,kaggle_positions,kaggle_overall_rating,kaggle_potential,kaggle_value,kaggle_wage,kaggle_preferred_foot,kaggle_weak_foot,kaggle_skill_moves,kaggle_international_reputation,kaggle_work_rate,kaggle_body_type,kaggle_real_face,kaggle_release_clause,kaggle_specialities,kaggle_club_id,kaggle_club_name,kaggle_club_league_id,kaggle_club_league_name,kaggle_club_logo,kaggle_club_rating,kaggle_club_position,kaggle_club_kit_number,kaggle_club_joined,kaggle_club_contract_valid_until,kaggle_country_id,kaggle_country_name,kaggle_country_league_id,kaggle_country_league_name,kaggle_country_flag,kaggle_country_rating,kaggle_country_position,kaggle_country_kit_number,kaggle_crossing,kaggle_finishing,kaggle_heading_accuracy,kaggle_short_passing,kaggle_volleys,kaggle_dribbling,kaggle_curve,kaggle_fk_accuracy,kaggle_long_passing,kaggle_ball_control,kaggle_acceleration,kaggle_sprint_speed,kaggle_agility,kaggle_reactions,kaggle_balance,kaggle_shot_power,kaggle_jumping,kaggle_stamina,kaggle_strength,kaggle_long_shots,kaggle_aggression,kaggle_interceptions,kaggle_positioning,kaggle_vision,kaggle_penalties,kaggle_composure,kaggle_defensive_awareness,kaggle_standing_tackle,kaggle_sliding_tackle,kaggle_gk_diving,kaggle_gk_handling,kaggle_gk_kicking,kaggle_gk_positioning,kaggle_gk_reflexes,kaggle_play_styles
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,St Kitts and Nev,Jamaica,0,178855,M Lewis,sub_used,0,1,0,60,,,,Adonai Escobedo Gonzalez,yellow,name_best_rating_fallback,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,278773,2025-06-03,Myles Anthony Lewis-Skelly -, Myles Anthony Lewis-Skelly,"Myles Lewis-Skelly (Myles Anthony Lewis-Skelly, born 26 September 2006) is a British footballer who plays as a left back for British club Arsenal, and the England national team. In the game FC 25, his overall rating is 73.",https://cdn.sofifa.net/players/278/773/25_120.png,178,72,2006-09-26,"LB,CM",73,85,€6.5M,€34K,Left,3 ,3,1 ,,Normal (170-185),No,€13.3M,,1.0,Arsenal,13.0,Premier League,https://cdn.sofifa.net/meta/team/19/30.png,83.0,LB,49.0,2023-10-05,2025,1318.0,England,78,Friendly International,https://cdn.sofifa.net/meta/team/18645/30.png,84.0,LB,23.0,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,St Kitts and Nev,Jamaica,0,132569,R Somersall,starter,1,0,0,,60,,,Adonai Escobedo Gonzalez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,St Kitts and Nev,Jamaica,0,178856,R Belgrove,sub_used,0,1,0,61,,,,Adonai Escobedo Gonzalez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,St Kitts and Nev,Jamaica,0,76530,O Sterling-James,starter,1,0,0,,61,,,Adonai Escobedo Gonzalez,,name_best_rating_fallback,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,186143,2025-06-03,Oliver James Norwood -, Oliver James Norwood,"Oliver Norwood (Oliver James Norwood, born 12 April 1991) is a Northern Irish footballer who plays as a center midfield for British club Stockport County. In the game FC 25, his overall rating is 69.",https://cdn.sofifa.net/players/186/143/25_120.png,175,69,1991-04-12,"CM,CDM",69,69,€850K,€8K,Right,3 ,2,1 ,,Normal (170-185),Yes,€1.5M,,1931.0,Stockport County,60.0,League One,https://cdn.sofifa.net/meta/team/249/30.png,65.0,RDM,26.0,2024-08-23,2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,St Kitts and Nev,Jamaica,0,66496,J Hazel,sub_used,0,1,0,60,,,,Adonai Escobedo Gonzalez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,St Kitts and Nev,Jamaica,0,86558,R Liburd,starter,1,0,0,,60,,,Adonai Escobedo Gonzalez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,St Kitts and Nev,Jamaica,0,132568,Y Mitchum,starter,1,0,0,,,,,Adonai Escobedo Gonzalez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,St Kitts and Nev,Jamaica,0,165182,X Parke,unused_sub,0,0,1,,,,,Adonai Escobedo Gonzalez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,St Kitts and Nev,Jamaica,0,140102,K Freeman,unused_sub,0,0,1,,,,,Adonai Escobedo Gonzalez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,St Kitts and Nev,Jamaica,0,99655,C Bertie,unused_sub,0,0,1,,,,,Adonai Escobedo Gonzalez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,St Kitts and Nev,Jamaica,0,178853,E Nicholls,unused_sub,0,0,1,,,,,Adonai Escobedo Gonzalez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,St Kitts and Nev,Jamaica,0,178854,T Terrell,unused_sub,0,0,1,,,,,Adonai Escobedo Gonzalez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878857,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,Jamaica,St Kitts and Nev,St Kitts and Nev,Jamaica,0,99546,J Ible,unused_sub,0,0,1,,,,,Adonai Escobedo Gonzalez,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878856,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,USA,Trinidad,USA,Trinidad,1,91338,M Turner,starter,1,0,0,,,,,Mario Escobar,,name_team,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,233267,2025-06-03,Matthew Charles Turner -, Matthew Charles Turner,"Matt Turner (Matthew Charles Turner, born 24 June 1994) is an American soccer player who plays as a goalkeeper for British club Crystal Palace, on loan from Nottingham Forest, and the United States national team. In the game FC 25, his overall rating is 74.",https://cdn.sofifa.net/players/233/267/25_120.png,191,79,1994-06-24,GK,74,74,€2.8M,€31K,Right,2 ,1,1 ,,Lean (185+),Yes,,,1799.0,Crystal Palace,13.0,Premier League,https://cdn.sofifa.net/meta/team/51/30.png,78.0,SUB,30.0,NaN-NaN-NaN,"Jun 30, 2025",1387.0,United States,78,Friendly International,https://cdn.sofifa.net/meta/team/18571/30.png,77.0,GK,1.0,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,,
soccerbase,878856,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,USA,Trinidad,USA,Trinidad,1,118984,D Jones,starter,1,0,0,,,,,Mario Escobar,,name_best_rating_fallback,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,246803,2025-06-03,DeJuan Lytelle Jones -, DeJuan Lytelle Jones,"DeJuan Jones (DeJuan Lytelle Jones, born 24 June 1997) is an American soccer player who plays as a left midfield for American club San Jose Earthquakes. In the game FC 25, his overall rating is 70.",https://cdn.sofifa.net/players/246/803/25_120.png,180,75,1997-06-24,"LM,LB",70,70,€1.7M,€7K,Right,5 ,3,1 ,,Normal (170-185),No,€2.6M,,111928.0,San Jose Earthquakes,39.0,Major League Soccer,https://cdn.sofifa.net/meta/team/287/30.png,69.0,SUB,22.0,2025-04-22,2027,,,,,,,,,,,,,,,,,,,,,,,dAttack,,,,,,,,,,,,,,,,,,,,
soccerbase,878856,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,USA,Trinidad,USA,Trinidad,1,89077,M Miazga,sub_used,0,1,0,45,,,,Mario Escobar,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,215565,2025-06-03,Matthew Miazga -, Matthew Miazga,"Matt Miazga (Matthew Miazga, born 19 July 1995) is an American soccer player who plays as a center back for American club FC Cincinnati. In the game FC 25, his overall rating is 72.",https://cdn.sofifa.net/players/215/565/25_120.png,193,84,1995-07-19,CB,72,72,€2M,€7K,Right,3 ,2,1 ,,Normal (185+),Yes,€3M,,113149.0,FC Cincinnati,39.0,Major League Soccer,https://cdn.sofifa.net/meta/team/3636/30.png,70.0,LCB,21.0,2022-08-04,2025,,,,,,,,,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,,
soccerbase,878856,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,USA,Trinidad,USA,Trinidad,1,100772,M Miles Robinson,starter,1,0,0,,45,,,Mario Escobar,,name_team,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,237255,2025-06-03,Miles Gordon Robinson -, Miles Gordon Robinson,"Miles Robinson (Miles Gordon Robinson, born 14 March 1997) is an American soccer player who plays as a center back for American club FC Cincinnati, and the United States national team. In the game FC 25, his overall rating is 73.",https://cdn.sofifa.net/players/237/255/25_120.png,188,84,1997-03-14,CB,73,75,€3.2M,€7K,Right,4 ,2,1 ,,Normal (185+),Yes,€5M,,113149.0,FC Cincinnati,39.0,Major League Soccer,https://cdn.sofifa.net/meta/team/3636/30.png,70.0,RCB,12.0,2024-01-03,2027,1387.0,United States,78,Friendly International,https://cdn.sofifa.net/meta/team/18571/30.png,77.0,SUB,12.0,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,,
soccerbase,878856,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,USA,Trinidad,USA,Trinidad,1,138543,J Neal,starter,1,0,0,,,,,Mario Escobar,yellow,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,260635,2025-06-03,Jalen Christopher Neal -, Jalen Christopher Neal,"Jalen Neal (Jalen Christopher Neal, born 24 August 2003) is an American soccer player who plays as a center back for Canadian club CF Montréal. In the game FC 25, his overall rating is 66.",https://cdn.sofifa.net/players/260/635/25_120.png,185,66,2003-08-24,CB,66,78,€1.9M,€4K,Right,2 ,2,1 ,,Lean (185+),Yes,€3.1M,,111139.0,CF Montréal,39.0,Major League Soccer,https://cdn.sofifa.net/meta/team/3736/30.png,66.0,SUB,2.0,2025-01-19,2027,,,,,,,,,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,,
soccerbase,878856,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,USA,Trinidad,USA,Trinidad,1,76148,D Yedlin,sub_used,0,1,0,77,,,,Mario Escobar,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,212722,2025-06-03,DeAndre Roselle Yedlin -, DeAndre Roselle Yedlin,"DeAndre Yedlin (DeAndre Roselle Yedlin, born 9 July 1993) is an American soccer player who plays as a right back for American club FC Cincinnati. In the game FC 25, his overall rating is 71.",https://cdn.sofifa.net/players/212/722/25_120.png,171,75,1993-07-09,"RB,RM,CB",71,71,€1.6M,€7K,Right,3 ,2,1 ,,Normal (170-185),Yes,€2.4M,,113149.0,FC Cincinnati,39.0,Major League Soccer,https://cdn.sofifa.net/meta/team/3636/30.png,70.0,RM,91.0,2024-03-04,2025,,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,
soccerbase,878856,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,USA,Trinidad,USA,Trinidad,1,99901,B Reynolds,starter,1,0,0,,77,,,Mario Escobar,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,242907,2025-06-03,Bryan Keith Reynolds Jr -, Bryan Keith Reynolds Jr,"Bryan Reynolds (Bryan Keith Reynolds Jr, born 28 June 2001) is an American soccer player who plays as a right back for Belgian club KVC Westerlo. In the game FC 25, his overall rating is 72.",https://cdn.sofifa.net/players/242/907/25_120.png,188,75,2001-06-28,RB,72,79,€4.5M,€9K,Right,3 ,2,1 ,,Lean (185+),No,€7.7M,,681.0,KVC Westerlo,4.0,Pro League,https://cdn.sofifa.net/meta/team/357/30.png,69.0,RB,22.0,2023-07-30,2027,,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,
soccerbase,878856,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,USA,Trinidad,USA,Trinidad,1,101560,B Vazquez,sub_used,0,1,0,70,,,,Mario Escobar,,name_best_rating_fallback,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,236885,2025-06-03,Brandon Vázquez Toledo -, Brandon Vázquez Toledo,"Brandon Vazquez (Brandon Vázquez Toledo, born 14 October 1998) is an American soccer player who plays as a striker for American club Austin FC. In the game FC 25, his overall rating is 73.",https://cdn.sofifa.net/players/236/885/25_120.png,188,88,1998-10-14,ST,73,76,€4.1M,€8K,Right,3 ,2,1 ,,Normal (185+),No,€6.5M,,114161.0,Austin FC,39.0,Major League Soccer,https://cdn.sofifa.net/meta/team/254172/30.png,69.0,LS,9.0,2025-01-31,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878856,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,USA,Trinidad,USA,Trinidad,1,101040,D Mihailovic,starter,1,0,0,,70,,,Mario Escobar,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878856,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,USA,Trinidad,USA,Trinidad,1,103626,J Sands,starter,1,0,0,,,,,Mario Escobar,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,242214,2025-06-03,James Hoban Sands -, James Hoban Sands,"James Sands (James Hoban Sands, born 6 July 2000) is an American soccer player who plays as a central defensive midfielder for German club FC St. Pauli, on loan from New York City FC. In the game FC 25, his overall rating is 71.",https://cdn.sofifa.net/players/242/214/25_120.png,186,73,2000-07-06,"CDM,CM,CB",71,76,€2.6M,€6K,Right,3 ,2,1 ,,Normal (185+),No,,,110329.0,FC St. Pauli,19.0,Bundesliga,https://cdn.sofifa.net/meta/team/353/30.png,72.0,SUB,6.0,NaN-NaN-NaN,"Jun 30, 2025",,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,
soccerbase,878856,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,USA,Trinidad,USA,Trinidad,1,107448,G Busio,starter,1,0,0,,,,,Mario Escobar,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,242332,2025-06-03,Gianluca Cristiano Busio -, Gianluca Cristiano Busio,"Gianluca Busio (Gianluca Cristiano Busio, born 28 May 2002) is an American soccer player who plays as a center midfield for Italian club Venezia. In the game FC 25, his overall rating is 74.",https://cdn.sofifa.net/players/242/332/25_120.png,170,61,2002-05-28,"CM,CAM",74,82,€9.5M,€11K,Right,4 ,3,1 ,,Lean (170-),No,€19M,,205.0,Venezia,31.0,Serie A,https://cdn.sofifa.net/meta/team/267/30.png,71.0,LCM,6.0,2021-08-09,2026,,,,,,,,,,,,,,,,,,,,,,,Attackd,,,,,,,,,,,,,,,,,,,,
soccerbase,878856,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,USA,Trinidad,USA,Trinidad,1,100775,J Gressel,sub_used,0,1,0,61,,,,Mario Escobar,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,237223,2025-06-03,Julian Emil Kurt Gressel -, Julian Emil Kurt Gressel,"Julian Gressel (Julian Emil Kurt Gressel, born 16 December 1993) is an American soccer player who plays as a center midfield for American club Minnesota United FC. In the game FC 25, his overall rating is 73.",https://cdn.sofifa.net/players/237/223/25_120.png,185,84,1993-12-16,"CM,RM",73,73,€2.9M,€8K,Right,4 ,3,1 ,,Normal (185+),Yes,€4.2M,,111138.0,Minnesota United FC,39.0,Major League Soccer,https://cdn.sofifa.net/meta/team/3639/30.png,68.0,SUB,24.0,2025-04-29,2026,,,,,,,,,,,,,,,,,,,,,,,Attackd,,,,,,,,,,,,,,,,,,,,
soccerbase,878856,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,USA,Trinidad,USA,Trinidad,1,115751,A Zendejas,starter,1,0,0,,61,,,Mario Escobar,,name_best_rating_fallback,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,226579,2025-06-03,Alejandro Zendejas Saavedra -, Alejandro Zendejas Saavedra,"Alejandro Zendejas (Alejandro Zendejas Saavedra, born 7 February 1998) is an American soccer player who plays as a right midfield for the United States national team. In the game FC 25, his overall rating is 76.",https://cdn.sofifa.net/players/226/579/25_120.png,165,64,1998-02-07,"RM,RW,LM",76,76,€0,€0,Left,3 ,3,1 ,,Normal (170-),No,,,,,,,,,,,1387,United States,78.0,Friendly International,https://cdn.sofifa.net/meta/team/18571/30.png,77,SUB,23.0,,,,,,,,,,,,,,,dAttack,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878856,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,USA,Trinidad,USA,Trinidad,1,118495,C Cowell,sub_used,0,1,0,61,,,,Mario Escobar,,,,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878856,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,USA,Trinidad,USA,Trinidad,1,91068,Cristian Roldan,starter,1,0,0,,61,,,Mario Escobar,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,226807,2025-06-03,Cristian Roldán -, Cristian Roldán,"Cristian Roldan (Cristian Roldán, born 3 June 1995) is an American soccer player who plays as a central defensive midfielder for American club Seattle Sounders FC. In the game FC 25, his overall rating is 74.",https://cdn.sofifa.net/players/226/807/25_120.png,172,75,1995-06-03,"CDM,RM,CM",74,74,€3.6M,€8K,Right,4 ,3,1 ,,Normal (170-185),Yes,€5.4M,,111144.0,Seattle Sounders FC,39.0,Major League Soccer,https://cdn.sofifa.net/meta/team/2649/30.png,71.0,RCM,7.0,2015-01-15,2027,,,,,,,,,,,,,,,,,,,,,,,Attackd,,,,,,,,,,,,,,,,,,,,
soccerbase,878856,2023-07-03,CONCACAF Gold Cup,2023,default,Group A Matches and results,USA,Trinidad,USA,Trinidad,1,100676,J Ferreira,starter,1,0,0,,,,,Mario Escobar,,name_best_rating_fallback,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,269421,2025-06-03,Jota Silva -, João Pedro Ferreira Silva,"Jota Silva (born 1 August 1999) is a Portuguese footballer who plays as a right midfield for British club Nottingham Forest. In the game FC 25, his overall rating is 77.",https://cdn.sofifa.net/players/269/421/25_120.png,179,77,1999-08-01,"RM,LM,ST",77,80,€14.5M,€51K,Right,2 ,3,1 ,,Normal (170-185),No,€28.6M,,14.0,Nottingham Forest,13.0,Premier League,https://cdn.sofifa.net/meta/team/63/30.png,78.0,SUB,20.0,2024-08-01,2028,,,,,,,,,,,,,,,,,,,,,,,dAttack,,,,,,,,,,,,,,,,,,,,
