source,soccerbase_game_id,date,competition,season,tab,stage,home_team,away_team,team,opponent,is_home,player_id,player_name,squad_status,is_starter,is_sub_used,is_unused_sub,sub_on_minute,sub_off_minute,soccerbase_position,shirt_number,referee,card_summary,kaggle_match_quality,kaggle_rating_snapshot_note,source_url,tournament_url,kaggle_player_id,kaggle_version,kaggle_name,kaggle_full_name,kaggle_description,kaggle_image,kaggle_height_cm,kaggle_weight_kg,kaggle_dob,kaggle_positions,kaggle_overall_rating,kaggle_potential,kaggle_value,kaggle_wage,kaggle_preferred_foot,kaggle_weak_foot,kaggle_skill_moves,kaggle_international_reputation,kaggle_work_rate,kaggle_body_type,kaggle_real_face,kaggle_release_clause,kaggle_specialities,kaggle_club_id,kaggle_club_name,kaggle_club_league_id,kaggle_club_league_name,kaggle_club_logo,kaggle_club_rating,kaggle_club_position,kaggle_club_kit_number,kaggle_club_joined,kaggle_club_contract_valid_until,kaggle_country_id,kaggle_country_name,kaggle_country_league_id,kaggle_country_league_name,kaggle_country_flag,kaggle_country_rating,kaggle_country_position,kaggle_country_kit_number,kaggle_crossing,kaggle_finishing,kaggle_heading_accuracy,kaggle_short_passing,kaggle_volleys,kaggle_dribbling,kaggle_curve,kaggle_fk_accuracy,kaggle_long_passing,kaggle_ball_control,kaggle_acceleration,kaggle_sprint_speed,kaggle_agility,kaggle_reactions,kaggle_balance,kaggle_shot_power,kaggle_jumping,kaggle_stamina,kaggle_strength,kaggle_long_shots,kaggle_aggression,kaggle_interceptions,kaggle_positioning,kaggle_vision,kaggle_penalties,kaggle_composure,kaggle_defensive_awareness,kaggle_standing_tackle,kaggle_sliding_tackle,kaggle_gk_diving,kaggle_gk_handling,kaggle_gk_kicking,kaggle_gk_positioning,kaggle_gk_reflexes,kaggle_play_styles
soccerbase,878860,2023-06-30,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Qatar,Honduras,Qatar,Honduras,1,138642,Salah Zakaria,unused_sub,0,0,1,,,,,Armando Villarreal,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,272472,2025-06-03,Salah Zakaria Mohamed Mousa Hassan -,Salah Zakaria Mohamed Mousa Hassanصلاح زكريا,"Salah Zakaria (Salah Zakaria Mohamed Mousa Hassan, born 24 April 1999) is a Qatari footballer who plays as a goalkeeper for the Qatar national team. In the game FC 25, his overall rating is 64.",https://cdn.sofifa.net/players/272/472/25_120.png,189,86,1999-04-24,GK,64,69,€0,€0,Right,3 ,1,1 ,,Normal (185+),No,,,,,,,,,,,111527,Qatar,78.0,Friendly International,https://cdn.sofifa.net/meta/team/18544/30.png,67,SUB,1.0,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878860,2023-06-30,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Qatar,Honduras,Qatar,Honduras,1,117932,Youssef Ayman,unused_sub,0,0,1,,,,,Armando Villarreal,,,,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878860,2023-06-30,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Qatar,Honduras,Qatar,Honduras,1,136134,Abdullah Marafee,unused_sub,0,0,1,,,,,Armando Villarreal,,,,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878860,2023-06-30,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Qatar,Honduras,Qatar,Honduras,1,109014,Khalid Muneer,unused_sub,0,0,1,,,,,Armando Villarreal,,,,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878860,2023-06-30,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Qatar,Honduras,Honduras,Qatar,0,110983,E Menjivar,starter,1,0,0,,,,,Armando Villarreal,,,,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878860,2023-06-30,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Qatar,Honduras,Honduras,Qatar,0,110714,M Santos,starter,1,0,0,,,,,Armando Villarreal,,name_best_rating_fallback,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,278016,2025-06-03,Murillo -, Murillo Santiago Costa dos Santos,"Murillo (Murillo Santiago Costa dos Santos, born 4 July 2002) is a Brazilian footballer who plays as a center back for British club Nottingham Forest. In the game FC 25, his overall rating is 81.",https://cdn.sofifa.net/players/278/016/25_120.png,180,75,2002-07-04,CB,81,86,€36M,€54K,Left,3 ,2,3 ,,Stocky (170-185),Yes,€71.1M,Strength,14.0,Nottingham Forest,13.0,Premier League,https://cdn.sofifa.net/meta/team/63/30.png,78.0,LCB,5.0,2023-08-31,2029,,,,,,,,,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,,
soccerbase,878860,2023-06-30,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Qatar,Honduras,Honduras,Qatar,0,91668,D Devron Garcia,sub_used,0,1,0,24,,,,Armando Villarreal,,name_best_rating_fallback,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,216194,2025-06-03,Dani García -, Daniel García Carrillo,"Dani García (born 24 May 1990) is a Spanish footballer who plays as a central defensive midfielder for Greek club Olympiacos FC. In the game FC 25, his overall rating is 75.",https://cdn.sofifa.net/players/216/194/25_120.png,180,81,1990-05-24,"CDM,CM",75,75,€1.9M,€28K,Right,3 ,3,1 ,,Normal (170-185),Yes,€4M,,280.0,Olympiacos FC,63.0,Super League,https://cdn.sofifa.net/meta/team/602/30.png,76.0,SUB,14.0,2024-07-05,2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878860,2023-06-30,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Qatar,Honduras,Honduras,Qatar,0,164695,L Vega,starter,1,0,0,,24,,,Armando Villarreal,,,,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878860,2023-06-30,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Qatar,Honduras,Honduras,Qatar,0,110684,O Elvir,starter,1,0,0,,,,,Armando Villarreal,,,,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878860,2023-06-30,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Qatar,Honduras,Honduras,Qatar,0,128406,M Nunez,starter,1,0,0,,,,,Armando Villarreal,,name_best_rating_fallback,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,256051,2025-06-03,Marcelino Ignacio Núñez Espinoza -, Marcelino Ignacio Núñez Espinoza,"Marcelino Núñez (Marcelino Ignacio Núñez Espinoza, born 1 March 2000) is a Chilean footballer who plays as a center midfield for British club Norwich City. In the game FC 25, his overall rating is 72.",https://cdn.sofifa.net/players/256/051/25_120.png,173,70,2000-03-01,"CM,CDM",72,75,€3.2M,€23K,Right,4 ,3,1 ,,Normal (170-185),No,€6.3M,,1792.0,Norwich City,14.0,Championship,https://cdn.sofifa.net/meta/team/33/30.png,70.0,CAM,26.0,2022-08-02,2026,,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,
soccerbase,878860,2023-06-30,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Qatar,Honduras,Honduras,Qatar,0,118907,E Solano,sub_used,0,1,0,72,,,,Armando Villarreal,,,,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878860,2023-06-30,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Qatar,Honduras,Honduras,Qatar,0,118840,J Rosales,starter,1,0,0,,72,,,Armando Villarreal,yellow,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,264157,2025-06-03,Joseph Yerimid Rosales Erazo -, Joseph Yerimid Rosales Erazo,"Joseph Rosales (Joseph Yerimid Rosales Erazo, born 6 November 2000) is a Honduran footballer who plays as a left back for American club Minnesota United FC. In the game FC 25, his overall rating is 67.",https://cdn.sofifa.net/players/264/157/25_120.png,180,73,2000-11-06,"LB,LM,CM",67,73,€1.5M,€5K,Left,3 ,3,1 ,,Normal (170-185),No,€2.5M,,111138.0,Minnesota United FC,39.0,Major League Soccer,https://cdn.sofifa.net/meta/team/3639/30.png,68.0,LB,8.0,2023-01-31,2028,,,,,,,,,,,,,,,,,,,,,,,dAttack,,,,,,,,,,,,,,,,,,,,
soccerbase,878860,2023-06-30,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Qatar,Honduras,Honduras,Qatar,0,83987,R Castillo,sub_used,0,1,0,90,,,,Armando Villarreal,red,name_best_rating_fallback,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,231612,2025-06-03,Romain Del Castillo -, Romain Del Castillo,"Romain Del Castillo (born 29 March 1996) is a French footballer who plays as a right winger for French club Stade Brestois 29. In the game FC 25, his overall rating is 77.",https://cdn.sofifa.net/players/231/612/25_120.png,172,65,1996-03-29,"RW,RM",77,77,€10.5M,€30K,Left,3 ,3,2 ,,Normal (170-185),Yes,€20M,Acrobat,378.0,Stade Brestois 29,16.0,Ligue 1,https://cdn.sofifa.net/meta/team/266/30.png,76.0,RW,10.0,2021-08-31,2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878860,2023-06-30,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Qatar,Honduras,Honduras,Qatar,0,103357,A Alexander Lopez,starter,1,0,0,,90,,,Armando Villarreal,,name_best_rating_fallback,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,260815,2025-06-03,Arnau Martínez -, Arnau Martínez López,"Arnau Martínez (born 25 April 2003) is a Spanish footballer who plays as a right back for Spanish club Girona FC. In the game FC 25, his overall rating is 79.",https://cdn.sofifa.net/players/260/815/25_120.png,182,72,2003-04-25,"RB,RM,CB",79,84,€25M,€26K,Right,3 ,2,1 ,,Lean (170-185),Yes,€54.4M,,110062.0,Girona FC,53.0,La Liga,https://cdn.sofifa.net/meta/team/231/30.png,78.0,RB,4.0,2020-07-01,2027,,,,,,,,,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,,
soccerbase,878860,2023-06-30,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Qatar,Honduras,Honduras,Qatar,0,110959,J Jorge Alvarez,sub_used,0,1,0,55,,,,Armando Villarreal,yellow,name_best_rating_fallback,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,246191,2025-06-03,Julián Álvarez -, Julián Álvarez,"Julián Alvarez (Julián Álvarez, born 31 January 2000) is an Argentine footballer who plays as a striker for Spanish club Atlético Madrid, and the Argentina national team. In the game FC 25, his overall rating is 86.",https://cdn.sofifa.net/players/246/191/25_120.png,170,71,2000-01-31,"ST,CAM",86,89,€94M,€105K,Right,4 ,4,3 ,,Normal (170-),Yes,€204.5M,"Dribbler,Acrobat,Clinical finisher,Complete forward",240.0,Atlético Madrid,53.0,La Liga,https://cdn.sofifa.net/meta/team/7980/30.png,82.0,LS,19.0,2024-08-12,2030,1369.0,Argentina,78,Friendly International,https://cdn.sofifa.net/meta/team/18644/30.png,83.0,LW,9.0,,,,,,,,,,,,,,,Build-UpdRoaming,,,,,,,,,,,,,,,,,,,,
soccerbase,878860,2023-06-30,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Qatar,Honduras,Honduras,Qatar,0,83969,B Acosta,starter,1,0,0,,55,,,Armando Villarreal,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,239782,2025-06-03,Bryan Josué Acosta Ramos -, Bryan Josué Acosta Ramos,"Bryan Acosta (Bryan Josué Acosta Ramos, born 24 November 1993) is a Honduran footballer who plays as a center midfield for American club Nashville SC. In the game FC 25, his overall rating is 70.",https://cdn.sofifa.net/players/239/782/25_120.png,175,80,1993-11-24,"CM,CDM",70,70,€1.5M,€7K,Right,3 ,3,1 ,,Normal (170-185),Yes,€2.3M,,114162.0,Nashville SC,39.0,Major League Soccer,https://cdn.sofifa.net/meta/team/148048/30.png,69.0,SUB,6.0,2025-01-31,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878860,2023-06-30,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Qatar,Honduras,Honduras,Qatar,0,100459,D Flores,starter,1,0,0,,,,,Armando Villarreal,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,227916,2025-06-03,Deybi Aldair Flores Flores -, Deybi Aldair Flores Flores,"Deybi Flores (Deybi Aldair Flores Flores, born 16 June 1996) is a Honduran footballer who plays as a central defensive midfielder for Canadian club Toronto FC. In the game FC 25, his overall rating is 66.",https://cdn.sofifa.net/players/227/916/25_120.png,182,68,1996-06-16,"CDM,CM",66,66,€750K,€6K,Right,2 ,2,1 ,,Normal (170-185),No,€1.1M,,111651.0,Toronto FC,39.0,Major League Soccer,https://cdn.sofifa.net/meta/team/111/30.png,68.0,RDM,20.0,2024-01-09,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878860,2023-06-30,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Qatar,Honduras,Honduras,Qatar,0,83962,A Elis,starter,1,0,0,,,,,Armando Villarreal,,,,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878860,2023-06-30,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Qatar,Honduras,Honduras,Qatar,0,111111,J Pinto,sub_used,0,1,0,73,,,,Armando Villarreal,,,,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878860,2023-06-30,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Qatar,Honduras,Honduras,Qatar,0,59719,J Bengtson,starter,1,0,0,,73,,,Armando Villarreal,,,,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878860,2023-06-30,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Qatar,Honduras,Honduras,Qatar,0,76134,L Luis Lopez,unused_sub,0,0,1,,,,,Armando Villarreal,,name_best_rating_fallback,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,252935,2025-06-03,Leonardo Cecilio Fernández López -, Leonardo Cecilio Fernández López,"Leonardo Fernández (Leonardo Cecilio Fernández López, born 8 November 1998) is a Uruguayan footballer who plays as a central attacking midfielder for Uruguayan club Peñarol. In the game FC 25, his overall rating is 77.",https://cdn.sofifa.net/players/252/935/25_120.png,166,66,1998-11-08,CAM,77,80,€14M,€28K,Left,3 ,4,1 ,,Normal (170-),Yes,€31.9M,Distance shooter,101110.0,Peñarol,338.0,Primera División,https://cdn.sofifa.net/meta/team/3338/30.png,71.0,CAM,10.0,2024-01-17,2028,,,,,,,,,,,,,,,,,,,,,,,Build-UpdRoaming,,,,,,,,,,,,,,,,,,,,
soccerbase,878860,2023-06-30,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Qatar,Honduras,Honduras,Qatar,0,134689,F Flores,unused_sub,0,0,1,,,,,Armando Villarreal,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,209960,2025-06-03,Pacheco -, Fernando Pacheco Flores,"Pacheco (born 18 May 1992) is a Spanish footballer who plays as a goalkeeper for Spanish club RCD Espanyol. In the game FC 25, his overall rating is 73.",https://cdn.sofifa.net/players/209/960/25_120.png,186,81,1992-05-18,GK,73,73,€1.5M,€12K,Left,2 ,1,1 ,,Normal (185+),Yes,€3.3M,,452.0,RCD Espanyol,53.0,La Liga,https://cdn.sofifa.net/meta/team/528/30.png,74.0,SUB,13.0,2023-01-31,2026,,,,,,,,,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,,
soccerbase,878860,2023-06-30,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Qatar,Honduras,Honduras,Qatar,0,108343,C Altamirano,unused_sub,0,0,1,,,,,Armando Villarreal,,,,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878860,2023-06-30,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Qatar,Honduras,Honduras,Qatar,0,110928,J Benguche,unused_sub,0,0,1,,,,,Armando Villarreal,,,,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878860,2023-06-30,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Qatar,Honduras,Honduras,Qatar,0,103372,H Fonseca,unused_sub,0,0,1,,,,,Armando Villarreal,,,,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878860,2023-06-30,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Qatar,Honduras,Honduras,Qatar,0,168682,A Vega,unused_sub,0,0,1,,,,,Armando Villarreal,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,241588,2025-06-03,Toni Moya -, Antonio Moya Vega,"Toni Moya (born 20 March 1998) is a Spanish footballer who plays as a center midfield for Spanish club Real Zaragoza. In the game FC 25, his overall rating is 71.",https://cdn.sofifa.net/players/241/588/25_120.png,185,78,1998-03-20,"CM,CDM",71,72,€2.2M,€9K,Right,3 ,3,1 ,,Normal (185+),No,€3.7M,,244.0,Real Zaragoza,54.0,La Liga 2,https://cdn.sofifa.net/meta/team/3968/30.png,69.0,SUB,21.0,2023-07-06,2025,,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,
soccerbase,878860,2023-06-30,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Qatar,Honduras,Honduras,Qatar,0,115199,W Decas,unused_sub,0,0,1,,,,,Armando Villarreal,,,,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878859,2023-06-26,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Mexico,Honduras,Mexico,Honduras,1,43833,G Ochoa,starter,1,0,0,,,,,Mario Escobar,,,,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878859,2023-06-26,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Mexico,Honduras,Mexico,Honduras,1,97325,J Gallardo,starter,1,0,0,,,,,Mario Escobar,,name_unique,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,226045,2025-06-03,Jesús Daniel Gallardo Vasconcelos -, Jesús Daniel Gallardo Vasconcelos,"Jesús Gallardo (Jesús Daniel Gallardo Vasconcelos, born 15 August 1994) is a Mexican footballer who plays as a left back for the Mexico national team. In the game FC 25, his overall rating is 75.",https://cdn.sofifa.net/players/226/045/25_120.png,176,73,1994-08-15,"LB,LM,LW",75,75,€0,€0,Left,3 ,3,1 ,,Normal (170-185),No,,,,,,,,,,,1386,Mexico,78.0,Friendly International,https://cdn.sofifa.net/meta/team/18576/30.png,76,LB,23.0,,,,,,,,,,,,,,,dAttack,,,,,,,,,,,,,,,,,,,,,,
soccerbase,878859,2023-06-26,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Mexico,Honduras,Mexico,Honduras,1,117614,J Vasquez,starter,1,0,0,,,,,Mario Escobar,,name_team,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,244349,2025-06-03,Johan Felipe Vásquez Ibarra -, Johan Felipe Vásquez Ibarra,"Johan Vásquez (Johan Felipe Vásquez Ibarra, born 22 October 1998) is a Mexican footballer who plays as a center back for Italian club Genoa, and the Mexico national team. In the game FC 25, his overall rating is 75.",https://cdn.sofifa.net/players/244/349/25_120.png,185,72,1998-10-22,CB,75,78,€6.5M,€37K,Left,2 ,2,1 ,,Lean (185+),No,€12.2M,,110556.0,Genoa,31.0,Serie A,https://cdn.sofifa.net/meta/team/102/30.png,73.0,LCB,22.0,2022-01-03,2026,1386.0,Mexico,78,Friendly International,https://cdn.sofifa.net/meta/team/18576/30.png,76.0,LCB,5.0,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,
soccerbase,878859,2023-06-26,CONCACAF Gold Cup,2023,default: B,Group B Matches and results,Mexico,Honduras,Mexico,Honduras,1,119263,J Sanchez,starter,1,0,0,,,,,Mario Escobar,yellow,name_best_rating_fallback,sofifa_2025_snapshot_not_historical,https://www.soccerbase.com/tournaments/tournament_tab.sd?tourn_id=2015&tab_id=2446&roundTab=roundTab_1,https://www.soccerbase.com/tournaments/tournament.sd?tourn_id=2015,260178,2025-06-03,Juan Iglesias -, Juan Antonio Iglesias Sánchez,"Juan Iglesias (born 3 July 1998) is a Spanish footballer who plays as a right back for Spanish club Getafe CF. In the game FC 25, his overall rating is 74.",https://cdn.sofifa.net/players/260/178/25_120.png,187,77,1998-07-03,"RB,LB",74,77,€5M,€25K,Right,4 ,3,1 ,,Normal (185+),Yes,€10.9M,,1860.0,Getafe CF,53.0,La Liga,https://cdn.sofifa.net/meta/team/106/30.png,75.0,SUB,21.0,2019-07-01,2026,,,,,,,,,,,,,,,,,,,,,,,Defendd,,,,,,,,,,,,,,,,,,,,
